,player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,full_name
7094,107109,Glenn,Busby,R,1956-12-26,AUS,,,Glenn Busby
7095,107110,Glenn,Erickson,R,,USA,,,Glenn Erickson
7096,107111,Glenn,Hamilton,R,,AUS,,,Glenn Hamilton
7097,107112,Godwin,Emeh,R,,NGR,,,Godwin Emeh
7098,107113,Gonzalo,Lopez Fabero,R,1970-05-29,ESP,,,Gonzalo Lopez Fabero
7099,107114,Gonzalo,Prida,R,,CHI,,,Gonzalo Prida
7100,107115,Goran,Bergstrand,R,,SWE,,,Goran Bergstrand
7101,107116,Goran,Mihajlovic,R,1971-05-06,YUG,,,Goran Mihajlovic
7102,107117,Gordon,Asciak,R,1962-05-02,MLT,,,Gordon Asciak
7103,107118,Gordon,Jones,R,,USA,,,Gordon Jones
7104,107119,Gordon,Simmonds,R,,RSA,,,Gordon Simmonds
7105,107120,Graeme,Brimblecombe,R,,AUS,,,Graeme Brimblecombe
7106,107121,Graeme,Liddell,R,,NZL,,,Graeme Liddell
7107,107122,Graeme,Neville,R,,AUS,,,Graeme Neville
7108,107123,Graeme,Thomson,R,,AUS,,,Graeme Thomson
7109,107124,Graham,Epsley Jones,R,,RSA,,,Graham Epsley Jones
7110,107125,Graham,Ford,R,,RSA,,,Graham Ford
7111,107126,Graham,Riddle,R,1965-05-17,AUS,,,Graham Riddle
7112,107127,Grant,Adams,R,1966-09-15,RSA,,,Grant Adams
7113,107128,Grant,Saacks,R,1967-07-14,RSA,190.0,,Grant Saacks
7114,107129,Graydon,Garner,R,,RSA,,,Graydon Garner
7115,107130,Graziano,Risi,R,,ITA,,,Graziano Risi
7116,107131,Greg,Boire,R,,CAN,,,Greg Boire
7117,107132,Greg,Braun,R,,AUS,,,Greg Braun
7118,107133,Greg,Ewansky,R,,USA,,,Greg Ewansky
7119,107134,Greg,Hansford,R,,NZL,,,Greg Hansford
7120,107135,Greg,Long,R,,NZL,,,Greg Long
7121,107136,Greg,Menges,R,,RSA,178.0,,Greg Menges
7122,107137,Greg,Muller,R,,RSA,,,Greg Muller
7123,107138,Greg,Osborne,R,,RSA,,,Greg Osborne
7124,107139,Greg,Smylie,R,,AUS,,,Greg Smylie
7125,107140,Greg,Perkins,R,,AUS,,,Greg Perkins
7126,107141,Greg,Wicklund,R,,USA,,,Greg Wicklund
7127,107142,Gregoire,Tournant,R,,FRA,,,Gregoire Tournant
7128,107143,Gregor,Breznik,R,1970-05-27,YUG,,,Gregor Breznik
7129,107144,Gregor,Paul,R,1973-08-19,GER,,,Gregor Paul
7130,107145,Guido,Possamai,R,,ITA,,,Guido Possamai
7131,107146,Guillermo,Corti,R,,ARG,,,Guillermo Corti
7132,107147,Guillermo,Minutella,R,1964-07-02,ARG,,,Guillermo Minutella
7133,107148,Gulio,Melchiorre,R,,ITA,,,Gulio Melchiorre
7134,107149,Gunther,Vanderveeren,R,1970-04-05,BEL,,,Gunther Vanderveeren
7135,107150,Gurmehar,Singh,U,,IND,,,Gurmehar Singh
7136,107151,Gustavo,Carbonari,R,1970-01-24,ARG,,,Gustavo Carbonari
7137,107152,Gustavo,Espinosa,R,,MEX,,,Gustavo Espinosa
7138,107153,Gustavo,Loaiza,R,1972-10-27,COL,,,Gustavo Loaiza
7139,107154,Gustavo,Merbilhaa,R,1968-09-18,ARG,,,Gustavo Merbilhaa
7140,107155,Gustavo,Re,R,1973-02-21,ARG,,,Gustavo Re
7141,107156,Gustavo,Silva,R,1973-01-16,BRA,,,Gustavo Silva
7142,107157,Guy,Fritz,R,,USA,,,Guy Fritz
7143,107158,H,Hsu,R,,CHN,,,H Hsu
7144,107159,Hajime,Nihonmatsu,R,1962-07-17,JPN,,,Hajime Nihonmatsu
7145,107160,Hakan,Ekwall,R,,SWE,,,Hakan Ekwall
7146,107161,Hakan,Johansson,R,,SWE,,,Hakan Johansson
7147,107162,Hal,Jolley,R,,USA,,,Hal Jolley
7148,107163,Halid,El Sallawy,R,1970-05-02,EGY,,,Halid El Sallawy
7149,107164,Hannes,Muller,R,1972-03-03,AUT,,,Hannes Muller
7150,107165,Hans,Carlson,R,,SWE,,,Hans Carlson
7151,107166,Hans,Edlund,R,,SWE,,,Hans Edlund
7152,107167,Hans,Goransson,R,,SWE,,,Hans Goransson
7153,107168,Hans,Hansson,R,,AUS,,,Hans Hansson
7154,107169,Hans,Prassl,R,,AUT,,,Hans Prassl
7155,107170,Hans,Priller,R,1971-03-06,AUT,,,Hans Priller
7156,107171,Hany,Nasser,R,,EGY,,,Hany Nasser
7157,107172,Harald,Mair,R,1970-04-14,AUT,,,Harald Mair
7158,107173,Harald,Schelch,R,,AUT,,,Harald Schelch
7159,107174,Harald,Scheller,R,,AUT,,,Harald Scheller
7160,107175,Hari,Iyer,R,,IND,,,Hari Iyer
7161,107176,Hari,Nicolae,R,,ROU,,,Hari Nicolae
7162,107177,Harry,Brittain,R,,CAN,,,Harry Brittain
7163,107178,Haruo,Nakano,R,1965-02-20,JPN,,Q100173296,Haruo Nakano
7164,107179,Harvey,Becker,R,,GBR,,,Harvey Becker
7165,107180,Harvey,Spiegel,R,,USA,,,Harvey Spiegel
7166,107181,Haseeb,Aslam,R,1967-02-28,PAK,,,Haseeb Aslam
7167,107182,Hassan,El Arousy,R,1971-02-11,EGY,,,Hassan El Arousy
7168,107183,Hatem,Mcdadi,R,1964-01-10,CAN,,,Hatem Mcdadi
7169,107184,Hawin,Sutopo,R,,INA,,,Hawin Sutopo
7170,107185,Hector,Nevares,R,1971-03-11,PUR,,,Hector Nevares
7171,107186,Hector,Perez,R,,CHI,,,Hector Perez
7172,107187,Henk,Burger,R,,NED,,,Henk Burger
7173,107188,Henk,De Bruyn,R,,BEL,,,Henk De Bruyn
7174,107189,Henk,Nolte,R,,RSA,,,Henk Nolte
7175,107190,Henk,Venter,R,,RSA,,,Henk Venter
7176,107191,Henri,Dewet,R,,GER,,,Henri Dewet
7177,107192,Henry,Choi,U,1981-01-15,CAN,,,Henry Choi
7178,107193,Herald,Digel,R,1967-01-31,GER,,,Herald Digel
7179,107194,Herman,Pappas,R,,USA,,,Herman Pappas
7180,107195,Hernan,Auguste,R,,ARG,,,Hernan Auguste
7181,107196,Hernan,Chousa,R,1971-09-25,ARG,,,Hernan Chousa
7182,107197,Hernan,Colombo Russel,R,,ARG,,,Hernan Colombo Russel
7183,107198,Hernan,Valenzuela,R,,CHI,,,Hernan Valenzuela
7184,107199,Hernando,Aguirre,R,1953-03-17,COL,,,Hernando Aguirre
7185,107200,Herve,Bardot,R,,FRA,,,Herve Bardot
7186,107201,Hidehiko,Tanizawa,R,1971-12-05,JPN,,Q17229117,Hidehiko Tanizawa
7187,107202,Hidemaru,Fujita,R,,JPN,,,Hidemaru Fujita
7188,107203,Hiroshi,Ito,R,,JPN,,,Hiroshi Ito
7189,107204,Hiroyuki,Bamba,R,1954-01-27,JPN,,,Hiroyuki Bamba
7190,107205,Hisham,Nasser,R,1958-07-22,EGY,,,Hisham Nasser
7191,107206,Holger,Speker,R,,GER,,,Holger Speker
7192,107207,Holger,Trahn,R,,GER,,,Holger Trahn
7193,107208,Horacio,Marin,R,,ARG,,,Horacio Marin
7194,107209,Horacio,Matta,R,1967-06-05,CHI,,,Horacio Matta
7195,107210,Horacio,Pacheco,R,1969-10-25,ARG,,,Horacio Pacheco
7196,107211,Horacio,Rearte,R,,ARG,,,Horacio Rearte
7197,107212,Horst,Fiedler,R,,AUT,,,Horst Fiedler
7198,107213,Houcine,Saber,R,1957-01-01,MAR,,,Houcine Saber
7199,107214,Howard,Mcguiness,R,,GBR,,,Howard Mcguiness
7200,107215,Hugo,Varela,R,,ARG,,,Hugo Varela
7201,107216,Ian,Bersin,R,,AUS,,,Ian Bersin
7202,107217,Ian,Crookenden,L,1943-12-10,NZL,,Q19955631,Ian Crookenden
7203,107218,Ian,Currie,R,,GBR,,,Ian Currie
7204,107219,Ian,Duvenhage,R,,RSA,,,Ian Duvenhage
7205,107220,Ian,Morgan,R,,GBR,,,Ian Morgan
7206,107221,Ian Peter,Budge,R,1968-06-26,AUS,,,Ian Peter Budge
7207,107222,Ian,Schindler,R,,USA,,,Ian Schindler
7208,107223,Ichiro,Nakanishi,R,1958-07-01,JPN,,,Ichiro Nakanishi
7209,107224,Ignace,Rotman,R,1972-06-24,SUI,,,Ignace Rotman
7210,107225,Ignacio,Arroyave,R,,COL,,,Ignacio Arroyave
7211,107226,Ignacio,Sotillos,R,,ESP,,,Ignacio Sotillos
7212,107227,Ignasi,Villacampa,U,,ESP,,,Ignasi Villacampa
7213,107228,Igor,Flego,R,1961-12-13,CRO,,Q22004376,Igor Flego
7214,107229,Iker,Ortiz,R,,MEX,,,Iker Ortiz
7215,107230,Ilan,Sher,R,1957-06-29,ISR,,,Ilan Sher
7216,107231,Ilyas,Ghouse,R,,IND,,,Ilyas Ghouse
7217,107232,Inaki,Calvo,R,1960-03-23,VEN,,Q101225627,Inaki Calvo
7218,107233,Ingo,Wimmer,R,1962-04-30,AUT,,,Ingo Wimmer
7219,107234,Innocent,Modika,R,1966-12-09,NGR,,,Innocent Modika
7220,107235,Ionel,Santeiu,R,1948-03-06,ROU,,Q6063583,Ionel Santeiu
7221,107236,Ismael,Hernandez,R,1971-03-24,MEX,,,Ismael Hernandez
7222,107237,Ivan,Brixi,R,,CZE,,,Ivan Brixi
7223,107238,Ivan,Camus,R,1963-02-01,CHI,,,Ivan Camus
7224,107239,Ivan,Jankovsky,R,,CZE,,,Ivan Jankovsky
7225,107240,Ivan,Kiskinov,R,,BUL,,,Ivan Kiskinov
7226,107241,Ivan,Papell,R,,ESP,,,Ivan Papell
7227,107242,Ivan,Perez,R,,CUB,,,Ivan Perez
7228,107243,Ivan,Pridankin,U,,RUS,,,Ivan Pridankin
7229,107244,Ivan,Trevino,R,,MEX,,,Ivan Trevino
7230,107245,Ivano,Cappelloni,R,1966-03-14,ITA,,,Ivano Cappelloni
7231,107246,Ives,Lemaitre,R,,MEX,,,Ives Lemaitre
7232,107247,Ivo,Pastika,R,,CZE,,,Ivo Pastika
7233,107248,J,Alvarino,R,,ESP,,,J Alvarino
7234,107249,J,Francisco Naves,R,,ESP,,,J Francisco Naves
7235,107250,J,Neville,R,,AUS,,,J Neville
7236,107251,J,Potgieter,R,,RSA,,,J Potgieter
7237,107252,J,Spinnenweber,R,,USA,,,J Spinnenweber
7238,107253,J,Thorpe,R,,AUS,,,J Thorpe
7239,107254,Jacco,Van Duyn,R,1968-02-13,NED,,,Jacco Van Duyn
7240,107255,Jacek,Niedzwiedzki,R,1951-01-07,POL,,Q14174828,Jacek Niedzwiedzki
7241,107256,Jack,Bushman,R,,USA,,,Jack Bushman
7242,107257,Jack,Griffin,R,1965-08-21,USA,,,Jack Griffin
7243,107258,Jack,Kruger,R,,USA,,,Jack Kruger
7244,107259,Jack,Oates,R,,USA,,,Jack Oates
7245,107260,Jack,Reader,R,,NZL,,,Jack Reader
7246,107261,Jacques,Bonnemaison,R,,FRA,,,Jacques Bonnemaison
7247,107262,Jacques,Grandjean,R,1954-03-01,BEL,,,Jacques Grandjean
7248,107263,Jacques,Radoux,R,1969-05-23,LUX,,,Jacques Radoux
7249,107264,Jaidip,Mukherjea,R,,IND,,,Jaidip Mukherjea
7250,107265,James,Edwards,R,,USA,,,James Edwards
7251,107266,James,Hevron,R,,USA,,,James Hevron
7252,107267,James,Ilako,R,,KEN,,,James Ilako
7253,107268,James,Pade,U,1984-03-17,USA,,,James Pade
7254,107269,James,Snyder,R,,USA,,,James Snyder
7255,107270,James,Thompson,R,,USA,,,James Thompson
7256,107271,Jamie,Harty,R,1965-04-17,AUS,,,Jamie Harty
7257,107272,Jamil,Al Agba,U,1985-06-19,USA,,,Jamil Al Agba
7258,107273,Jan Eric,Palm,R,,SWE,,,Jan Eric Palm
7259,107274,Jan,Hedman,R,,SWE,,,Jan Hedman
7260,107275,Jan,Hordijk,R,1950-02-05,NED,,Q4288968,Jan Hordijk
7261,107276,Jan,Lorincik,R,,SVK,,,Jan Lorincik
7262,107277,Jan,Pisecky,R,,CZE,,,Jan Pisecky
7263,107278,Jan,Sandberg,R,1963-05-04,SWE,188.0,,Jan Sandberg
7264,107279,Jan,Simbera,R,,CZE,,,Jan Simbera
7265,107280,Jan,Svensen,R,1965-03-20,NOR,,,Jan Svensen
7266,107281,Jan,Zabrodsky,R,,SWE,,,Jan Zabrodsky
7267,107282,Janne,Kiilavirta,R,1968-06-23,FIN,,,Janne Kiilavirta
7268,107283,Janne,Vilhunen,R,,FIN,,,Janne Vilhunen
7269,107284,Janos,Benyik,R,1951-06-04,HUN,,Q88826869,Janos Benyik
7270,107285,Janos,Guti,R,,HUN,,,Janos Guti
7271,107286,Jari,Koho,R,,FIN,180.0,,Jari Koho
7272,107287,Jari,Pakkanen,R,,FIN,,,Jari Pakkanen
7273,107288,Jaroslav,Cestr,R,,CZE,,,Jaroslav Cestr
7274,107289,Jason,Barnett,R,1975-03-02,GBR,,,Jason Barnett
7275,107290,Jason,Giavara,R,,USA,,,Jason Giavara
7276,107291,Jason,Mccarthy,R,,AUS,,,Jason Mccarthy
7277,107292,Jason,Noonan,R,,AUS,,,Jason Noonan
7278,107293,Jason,Sher,R,1971-08-31,RSA,,,Jason Sher
7279,107294,Jason,Wilkie,R,,AUS,,,Jason Wilkie
7280,107295,Javier,Duarte,R,,ESP,,,Javier Duarte
7281,107296,Javier,Gonzalez,R,1999-05-04,MEX,,,Javier Gonzalez
7282,107297,Javier,Ordaz,R,1955-04-04,MEX,,Q55314961,Javier Ordaz
7283,107298,Javier,Restrepo,R,1953-02-14,COL,,,Javier Restrepo
7284,107299,Javier,Ruiz,R,1971-12-24,MEX,,,Javier Ruiz
7285,107300,Javier,Terns,R,,ESP,,,Javier Terns
7286,107301,Jay,Harvey,R,,AUS,,,Jay Harvey
7287,107302,Jay,Royappa,R,,IND,,,Jay Royappa
7288,107303,Jean,Barcu,R,,FRA,,,Jean Barcu
7289,107304,Jean,Fisette,R,1966-04-30,BEL,,,Jean Fisette
7290,107305,Jean Francois,Blain,R,,FRA,,,Jean Francois Blain
7291,107306,Jean Francois,Mathieu,R,1969-12-11,CAN,,,Jean Francois Mathieu
7292,107307,Jean Francois,Mattieu,R,,CAN,,,Jean Francois Mattieu
7293,107308,Jean,Leclercq,R,,FRA,,,Jean Leclercq
7294,107309,Jean Loup,Rouyer,R,1945-08-04,FRA,,Q3167068,Jean Loup Rouyer
7295,107310,Jean,Nabi,R,1973-11-04,CIV,,,Jean Nabi
7296,107311,Jean Paul,Meyer,R,1950-01-01,FRA,,,Jean Paul Meyer
7297,107312,Jean Pierre,Olivier,R,,FRA,,,Jean Pierre Olivier
7298,107313,Jean Pierre,Richer,R,1956-08-24,BEL,,,Jean Pierre Richer
7299,107314,Jean,Desdunes,R,,FRA,,,Jean Desdunes
7300,107315,Jean Van,Rensburg,R,1962-10-30,RSA,,,Jean Van Rensburg
7301,107316,Jeff,Banwer,R,,USA,,,Jeff Banwer
7302,107317,Jeff,Crowne,R,,USA,,,Jeff Crowne
7303,107318,Jeff,Davis,R,,USA,,,Jeff Davis
7304,107319,Jeff,Gross,R,,USA,,,Jeff Gross
7305,107320,Jeff,Hamilton,R,,AUS,,,Jeff Hamilton
7306,107321,Jeff,Horine,R,,CAN,,,Jeff Horine
7307,107322,Jeff,Martinez,R,,USA,,,Jeff Martinez
7308,107323,Jeff,Player,R,,RSA,,,Jeff Player
7309,107324,Jeff,Robinson,R,,USA,,,Jeff Robinson
7310,107325,Jeff,Schneider,R,,AUS,,,Jeff Schneider
7311,107326,Jeff,Twist,R,,AUS,,,Jeff Twist
7312,107327,Jeff,Waters,R,,USA,,,Jeff Waters
7313,107328,Jeremy,Cohen,R,1955-02-13,USA,,,Jeremy Cohen
7314,107329,Jeremy,Grubi,R,1965-02-09,NZL,,,Jeremy Grubi
7315,107330,Jeremy,Jones,R,,USA,,,Jeremy Jones
7316,107331,Jeroen,Heinhuis,R,,NED,,,Jeroen Heinhuis
7317,107332,Jerome,Jones,L,,USA,,,Jerome Jones
7318,107333,Jerry,Karzen,R,,USA,,,Jerry Karzen
7319,107334,Jerry,Van Linge,R,,USA,,,Jerry Van Linge
7320,107335,Jesper,Joergensen,R,,DEN,,,Jesper Joergensen
7321,107336,Jesus,Manteca,R,,ESP,,,Jesus Manteca
7322,107337,Jett,Jones,R,,USA,,,Jett Jones
7323,107338,Ji Heon,Im,R,,KOR,,,Ji Heon Im
7324,107339,Jian,Guo,R,1972-05-05,CHN,,,Jian Guo
7325,107340,Jim,Hawkins,R,,USA,,,Jim Hawkins
7326,107341,Jim,Kohlberg,R,,USA,,,Jim Kohlberg
7327,107342,Jim,Moore,R,,AUS,,,Jim Moore
7328,107343,Jim,Somerville,R,,USA,,,Jim Somerville
7329,107344,Jim,Wynn,R,,USA,,,Jim Wynn
7330,107345,Jin So,Lee,R,,KOR,,,Jin So Lee
7331,107346,Jin Soo,Lee,R,1964-11-12,KOR,,,Jin Soo Lee
7332,107347,Joakim,Appelqvist,R,1968-11-03,SWE,,,Joakim Appelqvist
7333,107348,Joakim,Bengtsson,R,1969-03-14,SWE,,,Joakim Bengtsson
7334,107349,Joao,Coutinho,R,,POR,,,Joao Coutinho
7335,107350,Joao,Couto,R,1971-06-23,POR,,,Joao Couto
7336,107351,Joao,Guedes,R,1962-04-19,BRA,,,Joao Guedes
7337,107352,Joaquin,Lopez San Roman,R,,ESP,,,Joaquin Lopez San Roman
7338,107353,Joe,Bouquin,R,1950-09-28,USA,,,Joe Bouquin
7339,107354,Joe,Giuliano,R,,USA,,,Joe Giuliano
7340,107355,Joe,Globisch,R,,USA,,,Joe Globisch
7341,107356,Joe,Mcdonough,R,,USA,,,Joe Mcdonough
7342,107357,Joe,Meyers,R,,USA,,,Joe Meyers
7343,107358,Joe,Ragland,R,,USA,,,Joe Ragland
7344,107359,Joe,Shaheen,R,,USA,,,Joe Shaheen
7345,107360,Joe,Vassen,R,,USA,,,Joe Vassen
7346,107361,Joel,Finnigan,R,,USA,,,Joel Finnigan
7347,107362,Joel,Ross,R,1950-05-13,USA,,,Joel Ross
7348,107363,Joern,Grunewald,R,1969-05-06,GER,,,Joern Grunewald
7349,107364,Johan,Burke,R,,RSA,,,Johan Burke
7350,107365,Johan,Dahlberg,R,,SWE,,,Johan Dahlberg
7351,107366,Johan,De Preter,R,1962-04-19,BEL,,,Johan De Preter
7352,107367,Johan,Evergaard,R,1970-12-29,SWE,,,Johan Evergaard
7353,107368,Johan,Karlen,R,,SWE,183.0,,Johan Karlen
7354,107369,Johan,Kjellsten,R,1965-09-03,SWE,,,Johan Kjellsten
7355,107370,Johan,Milbrimk,R,,SWE,,,Johan Milbrimk
7356,107371,Johan,Sjogren,R,1963-03-05,SWE,,,Johan Sjogren
7357,107372,Johan,Sunnemark,R,,SWE,,,Johan Sunnemark
7358,107373,Johan,Westerberg,R,,SWE,,,Johan Westerberg
7359,107374,John,Antonas,R,1951-09-12,BAH,,,John Antonas
7360,107375,John,Arbanas,R,1970-02-07,AUS,,Q55106281,John Arbanas
7361,107376,John,Atiomo,R,,NGR,,,John Atiomo
7362,107377,John,Botica,R,,YUG,,,John Botica
7363,107378,John,Burrman,R,1953-02-06,USA,,,John Burrman
7364,107379,John Chris,Lewis,R,1956-04-02,USA,,,John Chris Lewis
7365,107380,John,Rustad,R,,NOR,,,John Rustad
7366,107381,John,Eagleton,R,,RSA,,,John Eagleton
7367,107382,John,Farrington,R,1958-09-26,BAH,,,John Farrington
7368,107383,John,Fraser,R,1935-08-01,AUS,,,John Fraser
7369,107384,John,Geraghty,R,1955-09-05,USA,,,John Geraghty
7370,107385,John,Holladay,R,,USA,,,John Holladay
7371,107386,John,Kapakoglu,R,1970-01-31,GRE,,,John Kapakoglu
7372,107387,John,Larsen,R,,DEN,,,John Larsen
7373,107388,John,Marinov,R,1970-09-14,AUS,,,John Marinov
7374,107389,John,Mclean,R,,USA,,,John Mclean
7375,107390,John,Molin,R,1956-10-20,USA,,,John Molin
7376,107391,John,Muller,R,,RSA,,,John Muller
7377,107392,John,Mwalongo,R,,ZAM,,,John Mwalongo
7378,107393,John,Paley,R,,USA,,,John Paley
7379,107394,John,Peckskamp,R,,USA,,,John Peckskamp
7380,107395,John,Rigas,R,1964-02-13,GRE,,,John Rigas
7381,107396,John,Sevely,R,,USA,,,John Sevely
7382,107397,John,Stoddart,R,1962-12-11,AUS,,,John Stoddart
7383,107398,John,Trickey,R,,AUS,,,John Trickey
7384,107399,John,Werner,R,,AUS,,,John Werner
7385,107400,John,Whiteford,R,1957-01-22,GBR,,,John Whiteford
7386,107401,Johnaton,Haycock,R,,GBR,,,Johnaton Haycock
7387,107402,Johnies,Sauer,R,,RSA,,,Johnies Sauer
7388,107403,Johnny,Mattice,R,,USA,,,Johnny Mattice
7389,107404,Jon,Ramthun,R,,USA,,,Jon Ramthun
7390,107405,Jon,Treml,R,,USA,,,Jon Treml
7391,107406,Jonas,Gustafsson,R,,SWE,,,Jonas Gustafsson
7392,107407,Jonathan,Cardi,R,,USA,,,Jonathan Cardi
7393,107408,Jonathan,Wawrinka,U,,SUI,,,Jonathan Wawrinka
7394,107409,Jong Hyun,Choi,R,,KOR,,,Jong Hyun Choi
7395,107410,Joost,Wijnhoud,R,,NED,,,Joost Wijnhoud
7396,107411,Joran,Bergwall,R,,SWE,,,Joran Bergwall
7397,107412,Jordi,Ortiga,R,,ESP,,,Jordi Ortiga
7398,107413,Jorge,Cano,R,,ARG,,,Jorge Cano
7399,107414,Jorge,Falla,R,1961-10-10,COL,,,Jorge Falla
7400,107415,Jorge,Lemann,R,1939-08-26,BRA,,,Jorge Lemann
7401,107416,Jorge,Martinez Alonso,R,,ESP,,,Jorge Martinez Alonso
7402,107417,Jorge,Mir,R,,ESP,,,Jorge Mir
7403,107418,Jorge,Salkeld,R,,PER,,,Jorge Salkeld
7404,107419,Jorge,Sedeno,R,,ESP,,,Jorge Sedeno
7405,107420,Jorge,Todero,R,,ARG,,,Jorge Todero
7406,107421,Jorge,Vila,R,,ESP,,,Jorge Vila
7407,107422,Jorn,Dankaart,R,,NED,,,Jorn Dankaart
7408,107423,Jos,Warmoes,R,,BEL,,,Jos Warmoes
7409,107424,Jose,Delafuente,R,,ESP,,,Jose Delafuente
7410,107425,Jose,Moreno,R,1953-08-27,ESP,,,Jose Moreno
7411,107426,Jose Antonio,Pellejero,R,1969-11-12,ESP,,,Jose Antonio Pellejero
7412,107427,Jose,Schmidt,R,,BRA,,,Jose Schmidt
7413,107428,Jose,Carranza,R,,MEX,,,Jose Carranza
7414,107429,Jose,Castanon,R,1946-09-14,ESP,,,Jose Castanon
7415,107430,Jose,Cordeiro,R,1961-05-28,POR,,,Jose Cordeiro
7416,107431,Jose,De Miguel,R,,ESP,,,Jose De Miguel
7417,107432,Jose,Demeterco,R,,BRA,,,Jose Demeterco
7418,107433,Jose,Di Camino,R,,CHI,,,Jose Di Camino
7419,107434,Jose,Fernandez,R,,CHI,,,Jose Fernandez
7420,107435,Jose,Fontes,R,,POR,,,Jose Fontes
7421,107436,Jose,Guerrero,R,,ESP,,,Jose Guerrero
7422,107437,Jose,Llamas,R,,MEX,,,Jose Llamas
7423,107438,Jose Maria,Arenas,R,,ESP,,,Jose Maria Arenas
7424,107439,Jose Maria,Blasi,R,,ESP,,,Jose Maria Blasi
7425,107440,Jose Maria,Oltra,R,,ESP,,,Jose Maria Oltra
7426,107441,Jose Mario,Silva,R,,POR,,,Jose Mario Silva
7427,107442,Jose,Martins,R,,BRA,,,Jose Martins
7428,107443,Jose Ramon,Roca,R,,ESP,,,Jose Ramon Roca
7429,107444,Jose,Tort,R,,CHI,,,Jose Tort
7430,107445,Josef,Nobl,R,,CZE,,,Josef Nobl
7431,107446,Joseph,Annan,R,,NGR,,,Joseph Annan
7432,107447,Juan,Boyanovich,R,,PER,,,Juan Boyanovich
7433,107448,Juan,Jimenez,R,,CHI,,,Juan Jimenez
7434,107449,Juan,Martin Bra,R,,BRA,,,Juan Martin Bra
7435,107450,Juan,Rivera,R,,ARG,,,Juan Rivera
7436,107451,Juan Carlos,Ferri,R,,ESP,,,Juan Carlos Ferri
7437,107452,Juan Carlos,Rodriguez,R,,ARG,,,Juan Carlos Rodriguez
7438,107453,Juan,Couder,R,,ESP,,,Juan Couder
7439,107454,Juan,Diaz,R,,USA,,,Juan Diaz
7440,107455,Juan,Hernandez,R,,MEX,,Q85772227,Juan Hernandez
7441,107456,Juan,Herrera,R,,ESP,,,Juan Herrera
7442,107457,Juan Ignacio,Muntanola,R,,ESP,,,Juan Ignacio Muntanola
7443,107458,Juan,Leal,R,,MEX,,,Juan Leal
7444,107459,Juan Manuel,Hidalgo,R,,ESP,,,Juan Manuel Hidalgo
7445,107460,Juan Pablo,Etchecoin,R,1969-03-22,BRA,,,Juan Pablo Etchecoin
7446,107461,Juan Perez,De Mezquia,R,,ESP,,,Juan Perez De Mezquia
7447,107462,Juan,Ajuanqa,R,,ESP,,,Juan Ajuanqa
7448,107463,Juan,Torralbo,R,,ESP,,,Juan Torralbo
7449,107464,Juha,Lemponen,R,1968-08-23,FIN,,,Juha Lemponen
7450,107465,Juha,Pesola,R,1968-01-20,FIN,,,Juha Pesola
7451,107466,Juhani,Makinen,R,,FIN,,,Juhani Makinen
7452,107467,Julian,Dujmovic,U,,ARG,,,Julian Dujmovic
7453,107468,Julian,Stamatov,R,1963-03-18,BUL,,Q12299508,Julian Stamatov
7454,107469,Julien,Dupuy,R,1977-05-02,FRA,,,Julien Dupuy
7455,107470,Julio,Noriega,R,,PER,,,Julio Noriega
7456,107471,Junichi,Maruyama,R,1965-04-08,JPN,,,Junichi Maruyama
7457,107472,Jurgen,Hager,R,,AUT,,,Jurgen Hager
7458,107473,Justedjo,Tarik,R,1953-08-30,INA,,,Justedjo Tarik
7459,107474,Justin,Mackenzie,R,,NZL,,,Justin Mackenzie
7460,107475,Justin,Stead,R,1967-07-05,AUS,,,Justin Stead
7461,107476,K,Somnath,R,,IND,,,K Somnath
7462,107477,Kai Lung,Chang,R,,TPE,,,Kai Lung Chang
7463,107478,Kaoru,Maruyama,R,1965-02-06,JPN,,,Kaoru Maruyama
7464,107479,Karathozuvu,Ramesh,R,1964-06-08,IND,,,Karathozuvu Ramesh
7465,107480,Karel,Demuynck,R,1965-03-21,BEL,,Q107238944,Karel Demuynck
7466,107481,Karl,Hale,R,1967-08-29,JAM,,,Karl Hale
7467,107482,Karoly,Gyorgy,R,,HUN,,,Karoly Gyorgy
7468,107483,Karsten,Popp,R,,GER,,,Karsten Popp
7469,107484,Kazuya,Morita,R,,JPN,,,Kazuya Morita
7470,107485,Ke Qin,Ma,R,1962-01-01,CHN,,Q55760935,Ke Qin Ma
7471,107486,Keith,Begley,R,,AUS,,,Keith Begley
7472,107487,Keith,Gilbert,R,,GBR,,,Keith Gilbert
7473,107488,Keith,Hancock,R,1953-03-02,AUS,,,Keith Hancock
7474,107489,Keith,West,R,,USA,,,Keith West
7475,107490,Kelly,Durant,R,,AUS,,,Kelly Durant
7476,107491,Kelly,Junkerman,R,,USA,,,Kelly Junkerman
7477,107492,Kelly,Kerner,R,,USA,,,Kelly Kerner
7478,107493,Kelly,Moore,R,,USA,,,Kelly Moore
7479,107494,Kelvin,Maclean,R,,AUS,,,Kelvin Maclean
7480,107495,Ken,Barton,R,,AUS,,,Ken Barton
7481,107496,Ken,Olivier,R,,USA,,,Ken Olivier
7482,107497,Kenichi,Kiyomiya,R,1967-11-01,JPN,,Q100166719,Kenichi Kiyomiya
7483,107498,Kenichi,Tagashira,R,1965-05-14,JPN,,,Kenichi Tagashira
7484,107499,Kenneth,Lee,R,1967-08-23,USA,,,Kenneth Lee
